CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Capital;28009069;CPR INF-PRI-SEC;ARTURO SORIA;Calle Del Duque De Tamámes, 4 ;Madrid;Ciudad Lineal;28043;914157295;915192532;ceas@colegioarturosoria.org;direccion@colegioarturosoria.org;Privado;
Madrid-Norte;28000777;CPR INF-PRI-SEC;BIENAVENTURADA VIRGEN MARIA;Calle De Begonia, 275 ;Alcobendas;-;28109;916501500;-;secretaria.elsoto@feducativamaryward.org;direccion.gral.elsoto@feducativamaryward.org;Privado;
Madrid-Norte;28048324;CPR INF-PRI-SEC;B.R.A.-INSTITUCION;Calle De La Salvia, 48 ;Alcobendas;-;28109;916504300;916506632;secretaria3@colegiobrains.com;-;Privado;
Madrid-Capital;28041858;CPR INF-PRI-SEC;BRA-INSTITUCION;Calle De María Lombillo, 5 ;Madrid;San Blas-Canillejas;28027;917421060;-;secretaria2@colegiobrains.com;-;Privado;
Madrid-Capital;28020077;CPR INF-PRI-SEC;BRISTOL;Calle De Enrique De Prada, 1 ;Madrid;Hortaleza;28042;917428687;917418207;secretaria@colegiobristol.es;lfuentest@colegiobristol.es;Privado;
Madrid-Oeste;28046601;CPR INF-PRI-SEC;CENTRO ESCOLAR BALDER;Calle Sierra Morena, 41 ;Rozas de Madrid, Las;-;28290;916303232;-;info@colegiobalder.com;franciscoj@colegiobalder.com;Privado;
Madrid-Oeste;28073525;CPR INF-PRI-SEC;COLEGIO ALEGRA;Calle Sorolla, 4 ;Majadahonda;-;28222;-;-;secretaria@colegioalegra.es;-;Privado;
Madrid-Sur;28061389;CPR INF-PRI-SEC;COLEGIO DE NUESTRA SEÑORA;Avenida Europa, 100 ;Valdemoro;-;28341;918080375;-;nsvaldemoro@planalfa.es;secretaria@onscolegiovaldemoro.es;Privado;
Madrid-Sur;28048944;CPR INF-PRI-SEC;COLEGIO EUROPEO ARISTOS;Avenida De Juan Carlos I, 12 ;Getafe;-;28905;916839889;-;secretaria@colegioaristos.com;direccion@colegioaristos.com;Privado;
Madrid-Capital;28068128;CPR INF-PRI-SEC;COLEGIO HIGHLANDS EL ENCINAR;Calle De San Enrique De Osso, 46 ;Madrid;Hortaleza;28050;916585497;916585241;btorres@highlandselencinar.es;mdimarco@highlandselencinar.es;Privado;
Madrid-Oeste;28071191;CPR INF-PRI-SEC;COLEGIO HIGHLANDS LOS FRESNOS;Avenida Comunidad Canaria, S/n ;Boadilla del Monte;-;28660;-;-;secretaria@highlandslosfresnos.es;secretaria@highlandslosfresnos.es;Privado;
Madrid-Este;28060099;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SANTO TOMAS DE AQUINO;Camino Del Molino, S/n ;Camarma de Esteruelas;-;28816;918771215;918771216;secretaria@stainternational.edu.es;direccion@stainternational.edu.es;Privado;
Madrid-Norte;28024654;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SEK-CIUDALCAMPO;Paseo De Las Perdices, 2 ;San Sebastián de los Reyes;-;28707;916596303;916596304;sek-ciudalcampo@sek.es;-;Privado;
Madrid-Oeste;28025579;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SEK-EL CASTILLO;Calle Castillo De Alarcón, 49 ;Villanueva de la Cañada;-;28692;918150892;918151140;sek-castillo@sek.es;antonio.fernandez@sek.es;Privado;
Madrid-Capital;28021100;CPR INF-PRI-SEC;COLEGIO MADRID-FUNDACIÓN SANTA MARÍA II;Calle De Mesena, 101 ;Madrid;Ciudad Lineal;28033;913020706;-;bach@cm-fsm.es;elena.florez@cm-fsm.es;Privado;
Madrid-Oeste;28060491;CPR INF-PRI-SEC;COLEGIO NUESTRA SEÑORA DE SCHOENSTATT;Camino Alcorcón, 17 ;Pozuelo de Alarcón;-;28223;917159226;-;secretaria@cnsschoenstatt.es;direccion@cnsschoenstatt.es;Privado;
Madrid-Oeste;28034477;CPR INF-PRI-SEC;COLEGIO PRIVADO ENGAGE;Calle Mar Egeo, 32 ;Majadahonda;-;28221;916380196;-;guiadecentros.engage@eis.dukeseducation.es;irene.rubio@eis.dukeseducation.es;Privado;
Madrid-Capital;28079485;CPR INF-PRI-SEC;COLEGIO REGGIO;Calle De San Enrique De Osso, 48 ;Madrid;Hortaleza;28055;910429953;-;colegio@reggio.es;-;Privado;
Madrid-Capital;28015124;CPR INF-PRI-SEC;COLEGIO SANTA MARIA DEL CAMINO;Calle De Peguerinos, 13 ;Madrid;Moncloa-Aravaca;28035;913161347;-;stecnica@smc.edu.es;cmosquera@smc.edu.es;Privado;
Madrid-Oeste;28031658;CPR INF-PRI-SEC;ESCUELA LIBRE MICAEL;Carretera De La Coruña, K21,3 ;Rozas de Madrid, Las;-;28231;916375287;-;direccion@escuelalibremicael.com;administracion@escuelalibremicael.com;Privado;
Madrid-Capital;28019038;CPR INF-PRI-SEC;ESTUDIO;Calle De Jimena Menéndez Pidal, 11 ;Madrid;Moncloa-Aravaca;28023;913079432;913071429;colegio@colegio-estudio.com;luis.jeronimo@colegio-estudio.com;Privado;
Madrid-Oeste;28023984;CPR INF-PRI-SEC;EVEREST;Avenida De Monteclaro, S/n ;Pozuelo de Alarcón;-;28223;917994888;917992929;afraile@everestschool.es;secretariatecnica@everestschool.es;Privado;
Madrid-Oeste;28056904;CPR INF-PRI-SEC;FONTENEBRO INTERNATIONAL SCHOOL;Calle Colonia Redondillo, 8 ;Moralzarzal;-;28411;918578942;918427722;senior@laudefontenebro.com;administracion@laudefontenebro.com;Privado;
Madrid-Oeste;28047320;CPR INF-PRI-SEC;GONDOMAR;Calle Fuente De Las Colmenas, 12 ;Galapagar;-;28260;918586364;-;secretariagondomar@gmail.com;teresavillalpando@gondomarcolegio.onmicrosoft.com;Privado;
Madrid-Capital;28081911;CPR INF-PRI-SEC;GREENFIELD;Carretera De Carabanchel A Villaverde, 54 ;Madrid;Villaverde;28041;910771188;-;secretaria@colegiogreenfield.es;secretaria@colegiogreenfield.es;Privado;
Madrid-Capital;28013383;CPR INF-PRI-SEC;HUERFANOS DE LA ARMADA;Calle De Arturo Soria, 285 ;Madrid;Ciudad Lineal;28033;913124929;913795592;secretaria@colegiocha.com;-;Privado;
Madrid-Capital;28071656;CPR INF-PRI-SEC;INTERNACIONAL ARAVACA;Calle De Santa Bernardita, 3 ;Madrid;Moncloa-Aravaca;28023;913571256;911212651;m.martinez@ia.edu.es;c.gonzalez@ia.edu.es;Privado;
Madrid-Capital;28026183;CPR INF-PRI-SEC;JOYFE;Calle De Vital Aza, 65 ;Madrid;Ciudad Lineal;28017;914082263;-;expedientes.joyfe@iepgroup.es;expedientes.joyfe@iepgroup.es;Privado;
Madrid-Sur;28043193;CPR INF-PRI-SEC;KHALIL GIBRAN;Calle De Turquía, 13 ;Fuenlabrada;-;28943;916084289;-;joseramon.marquez@colegiokhalilgibran.es;formacion@colegiokhalilgibran.es;Privado;
Madrid-Sur;28032985;CPR INF-PRI-SEC;LEGAMAR;Carretera Leganes-fuenlabrada, K1,5 ;Leganés;-;28914;916933812;916933914;secretaria@colegiolegamar.es;direccion@colegiolegamar.es;Privado;
Madrid-Oeste;28023996;CPR INF-PRI-SEC;LICEO SOROLLA INTERNATIONAL SCHOOL;Avenida Bularas, 4 ;Pozuelo de Alarcón;-;28224;913512345;-;jmbrusint@liceosorolla.es;documentaciones@liceosorolla.es;Privado;
Madrid-Sur;28023030;CPR INF-PRI-SEC;LICEO VILLA FONTANA;Avenida De Carlos V, 27 ;Móstoles;-;28936;916459211;-;liceo@liceovf.eu;director@liceovf.eu;Privado;
Madrid-Oeste;28029780;CPR INF-PRI-SEC;LOS PEÑASCALES;Avenida Del Pardo, S/n ;Rozas de Madrid, Las;-;28290;916300563;-;contacto@colegiolospenascales.com;colelp@telefonica.net;Privado;
Madrid-Norte;28039268;CPR INF-PRI-SEC;LOS SAUCES;Calle Del Camino Ancho, 83 ;Alcobendas;-;28109;916501790;916505719;secretaria@colegiolossauces.com;-;Privado;
Madrid-Oeste;28043156;CPR INF-PRI-SEC;LOS SAUCES;Avenida Gabriel Enríquez De La Orden, 27 ;Torrelodones;-;28250;916305411;916305378;torrelodones@colegiolossauces.com;sara.infante@colegiolossauces.com;Privado;
Madrid-Este;28056709;CPR INF-PRI-SEC;LUYFERIVAS;Calle De Junkal, 4 ;Rivas-Vaciamadrid;-;28522;914990122;-;luyferivas@luyferivas.com;mayte@luyferivas.com;Privado;
Madrid-Sur;28025348;CPR INF-PRI-SEC;MARQUES DE VALLEJO;Paseo Finca El Juncarejo ;Valdemoro;-;28341;918950059;-;marquesdevallejo@aphgc.es;Secretariacmv@aphgc.es;Privado;
Madrid-Capital;28020272;CPR INF-PRI-SEC;MATER SALVATORIS;Calle De Valdesquí, 4 ;Madrid;Moncloa-Aravaca;28023;913071243;-;secretaria@matersalvatoris.org;-;Privado;
Madrid-Sur;28058743;CPR INF-PRI-SEC;MIRASUR;Calle Pablo Gargallo, S/n ;Pinto;-;28320;916925089;916924028;elenacrespo@colegiomirasur.com;pedrosampedro@colegiomirasur.com;Privado;
Madrid-Capital;28012871;CPR INF-PRI-SEC;MONTEALTO;Calle De La Maso, 76 ;Madrid;Fuencarral-El Pardo;28034;917388100;-;mprieto@fomento.edu;abarea@fomento.edu;Privado;
Madrid-Capital;28008351;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LAS MARAVILLAS;Calle Del Guadalquivir, 9 ;Madrid;Chamartín;28002;917823500;915617261;direccion@lasallemaravillas.com;secretaria.colegio@lasallemaravillas.com;Privado;
Madrid-Capital;28028659;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LORETO;Calle Del General Aranaz, 66 ;Madrid;San Blas-Canillejas;28027;917430100;917430101;secretariatecnica@colegiomenorloreto.es;secre.tec@colegiomenorloreto.es;Privado;
Madrid-Oeste;28031646;CPR INF-PRI-SEC;ORVALLE;Avenida Andraitx (urbanización Parque Rozas), 1 ;Rozas de Madrid, Las;-;28290;916319679;-;orvalle@orvalle.es;secretariadocente@orvalle.es;Privado;
Madrid-Capital;28017996;CPR INF-PRI-SEC;PARQUE CONDE DE ORGAZ;Calle De Gregorio Benítez, 25 ;Madrid;Hortaleza;28043;913001344;913884066;secretaria.academica@montessori-academico.es;arantxa@montessori-academico.es;Privado;
Madrid-Sur;28038537;CPR INF-PRI-SEC;PAX-CASVI;Avenida Castilla, 27 ;Villaviciosa de Odón;-;28670;916162218;916164410;casvi@casvi.es;mllorente@casvi.es;Privado;
Madrid-Sur;28044631;CPR INF-PRI-SEC;PEQUEÑO PRINCIPE;Calle Aragón, 21-23 ;Leganés;-;28913;916947957;916944374;colegio@colegioprincipe.com;ana@colegioprincipe.com;Privado;
Madrid-Capital;28014119;CPR INF-PRI-SEC;SAN JOSE DEL PARQUE;Avenida De Champagnat, 2 ;Madrid;Hortaleza;28043;913000058;-;direccion@sanjosedelparque.com;secretaria@sanjosedelparque.com;Privado;
Madrid-Oeste;28023868;CPR INF-PRI-SEC;SAN LUIS DE LOS FRANCESES;Calle De Portugalete, 1 ;Pozuelo de Alarcón;-;28223;913520517;913510843;info@stlouisfrancais.com;-;Privado;
Madrid-Oeste;28001231;CPR INF-PRI-SEC;SAN PABLO-CEU;Avenida De Montepríncipe ;Boadilla del Monte;-;28668;913520523;917154939;info.csp.monteprincipe@ceu.es;mariajose.gatobermudez@ceu.es;Privado;
Madrid-Capital;28014511;CPR INF-PRI-SEC;SANTA MARIA DE LOS ROSALES;Calle De La Virgen De Los Rosales, 1 ;Madrid;Moncloa-Aravaca;28023;913070440;913573117;carmenbaena@colegiorosales.es ;secretaria@colegiorosales.es;Privado;
Madrid-Oeste;28001861;CPR INF-PRI-SEC;TRINITY COLLEGE BOADILLA;Calle Playa De Formentor, S/n ;Boadilla del Monte;-;28660;916330181;916321691;nuriabarthe@trinitycollege.es;secretaria@trinitycollege.es;Privado;
Madrid-Oeste;28045578;CPR INF-PRI-SEC;VERACRUZ;Carretera De Escorial, S/n ;Galapagar;-;28260;918585558;918586256;veracruz-es@hsmcj.org;direccion@colegioveracruz.net;Privado;
Madrid-Sur;28042371;CPR INF-PRI-SEC;VILLA DE GRIÑON;Avenida De La Paz, S/n ;Griñón;-;28971;918140504;-;secretaria@colegiovilladegrinon.com;info@colegiovilladegrinon.com;Privado;
Madrid-Oeste;28001851;CPR INF-PRI-SEC;VIRGEN DE EUROPA;Calle Del Valle De Santa Ana, 1 ;Boadilla del Monte;-;28669;916330155;-;secretaria@colegiovirgendeeuropa.edu.es;correo@colegiovirgendeeuropa.edu.es;Privado;
Madrid-Norte;28032602;CPR PRI-SEC;ALDOVEA;Paseo De Alcobendas, 3 Y 5 ;Alcobendas;-;28109;916500661;916500743;aldv_secretaria@fomento.edu;aldovea@fomento.edu;Privado;
Madrid-Norte;28032614;CPR PRI-SEC;BASE;Calle Del Camino Ancho, 10 ;Alcobendas;-;28109;916500313;-;dsaavedra@colegiobase.com;secretaria@colegiobase.com;Privado;
Madrid-Oeste;28049663;CPR PRI-SEC;COLEGIO EUROPEO DE MADRID;Carretera De La Coruña, K.19 ;Rozas de Madrid, Las;-;28231;916361919;916361890;secretariacem@educacem.com;secretariacem@educacem.com;Privado;
Madrid-Oeste;28024344;CPR PRI-SEC;COLEGIO-ESCOLANIA SANTO DOMINGO DE SILOS;Carretera Valle De Los Caídos, 9 ;San Lorenzo de El Escorial;-;28200;918905411;-;administracion@escolaniasantacruz.es;-;Privado;
Madrid-Capital;28008715;CPR PRI-SEC;EL PRADO;Calle De La Costa Brava, 4 ;Madrid;Fuencarral-El Pardo;28034;917355710;917341679;eprd_secretaria@fomento.edu;elprado@fomento.edu;Privado;
Madrid-Capital;28011891;CPR PRI-SEC;FEM SCHOOL;Calle De La Loma, 4 ;Madrid;Chamberí;28003;915345073;-;jorgevila@colegiofem.es;colegiofem@colegiofem.es;Privado;
Madrid-Oeste;28024216;CPR PRI-SEC;INSTITUCION EDUCATIVA LOGOS;Calle Sacre, 2 ;Rozas de Madrid, Las;-;28232;916303494;916303600;colegio@colegiologos.com;olivia.baena@colegiologos.net;Privado;
Madrid-Norte;28000698;CPR PRI-SEC;LICEO EUROPEO;Calle Del Camino Sur, 10-12 ;Alcobendas;-;28109;916500000;916500000;patricia.real@liceo-europeo.edu.es;ginclan@liceo-europeo.es;Privado;
Madrid-Oeste;28034635;CPR PRI-SEC;MIRABAL INTERNATIONAL SCHOOL;Calle Del Monte Almenara, S/n ;Boadilla del Monte;-;28660;916331711;-;secretaria@colegiomirabal.com;info@colegiomirabal.com;Privado;
Madrid-Este;28003973;CPR PRI-SEC;MONTFORT INTERNATIONAL SCHOOL;Avenida De La Constitución, S/n ;Loeches;-;28890;918867065;918867225;secretaria@colegiomontfort.es;correo@colegiomontfort.es;Privado;
Madrid-Capital;28008806;CPR PRI-SEC;RAMON Y CAJAL;Calle De Arturo Soria, 206 ;Madrid;Ciudad Lineal;28043;914135631;915191424;crc@colegiosramonycajal.es;direccion.tecnica@colegiosramonycajal.es;Privado;
Madrid-Oeste;28030681;CPR PRI-SEC;SAN MIGUEL II;Calle Río Guadiana, 2 ;Boadilla del Monte;-;28669;916330078;916322527;dtecnica@stmichelsschool.es;stmichaels@stmichaelsschool.es;Privado;
Madrid-Capital;28009677;CPR PRI-SEC;SANTA MARIA DEL VALLE CEP;Calle De Vitruvio, 14 ;Madrid;Chamartín;28006;915612093;-;direccionvitruvio@santamariadelvalle.es;secretariavitruvio@santamariadelvalle.es;Privado;
Madrid-Sur;28029445;CPR PRI-SEC;SEMINARIO ARZOBISPAL LA INMACULADA Y SAN DAMASO;Carretera Alcorcon-plasencia, K. 67 ;Rozas de Puerto Real;-;28649;918610200;918611356;colegioseminario@rozascs.org;secretaria@rozascs.org;Privado;
Madrid-Capital;28076927;CPR PRI-SEC;STELLA MARIS COLLEGE & PREP. SCHOOL;Calle De Valdesquí, 16 ;Madrid;Moncloa-Aravaca;28023;910882353;-;secretaria@stellamariscollege.es;-;Privado;
Madrid-Capital;28014612;CPR INF-SEC;SANTO ANGEL;Calle Del Arroyo Fontarrón, 209 ;Madrid;Moratalaz;28030;917721100;917732675;secretaria@santoangelmoratalaz.es;departamentoingles@santoangelmoratalaz.es;Privado;
